common_name,synonym
Abbuoto,abbuoto
Abbuoto,aboto
Abbuoto,cecubo
Abouriou,abouriou
Abouriou,early burgunder
Abouriou,early burgundy
Abouriou,gamay beaujolais
Abouriou,gamay du rhône
Abouriou,gamay st-laurent
Abouriou,malbec argente negret de la canourgue
Abouriou,noir hatif
Abouriou,plant abouriou
Abouriou,plant précoce
Abouriou,précoce naugé
Abouriou,précoce noir
Abouriou,pressac de bourgogne
Abrusco,abrostalo
Abrusco,abrostine
Abrusco,abrostino
Abrusco,abrusco
Abrusco,abrusco nero
Abrusco,abrusco nero di toscana
Abrusco,abrusio
Abrusco,colore
Abrusco,colorino
Acolon,acolon
Ada Karasi,ada karasi
Ada Karasi,adakarasi
Ada Karasi,adakarassy
Ada Karasi,avsa adasi
Ada Karasi,avsa island
Ada Karasi,balikesir
Ada Karasi,erdek
Ada Karasi,noir des iles
Adalmiina,adalmiina
Adalmiina,aldemina
Adalmiina,elmer swenson
Addoraca,addoraca
Addoraca,odoacra
Affenthaler,affenthaler
Affenthaler,affenthaler blauer
Affenthaler,affenthaler schwarzblau
Affenthaler,blauer affenthaler
Affenthaler,burgunder saeuerlich
Affenthaler,kleiner trollinger
Affenthaler,morillon aigret
Affenthaler,pineau aigret
Affenthaler,saeuerlicher burgunder
Affenthaler,schwarzblaue affenthaler
Affenthaler,trollinger klein
Agdam Gyzyl Uzumu,agdam gyzyl izyum
Agdam Gyzyl Uzumu,agdam qizil uezuemue
Agdam Gyzyl Uzumu,agdam's gyzyl uzumu
Agdam Gyzyl Uzumu,agdam gyzyl uzumu
Agh Shani,agh shani
Agiorgitiko,aghiorghitico
Agiorgitiko,aghiorghitiko
Agiorgitiko,agiorgitiko
Agiorgitiko,nemeas mavro
Agiorgitiko,nemeas mavroudi
Agiorgitiko,st.george
Aglianico,aglianco di puglia
Aglianico,aglianica
Aglianico,aglianichella
Aglianico,aglianichello
Aglianico,aglianico
Aglianico,aglianico amaro
Aglianico,aglianico crni
Aglianico,aglianico del vulture
Aglianico,aglianico di castellaneta
Aglianico,aglianico di taurasi
Aglianico,aglianico femminile
Aglianico,aglianico mascolino
Aglianico,aglianico pannarano
Aglianico,aglianico tringarulo
Aglianico,aglianico zerpoluso
Aglianico,aglianico zerpuloso
Aglianico,aglianicuccia
Aglianico,agliatica
Aglianico,agnanico
Aglianico,agnanico di castellaneta
Aglianico,alianiko
Aglianico,cascavoglia
Aglianico,cerasole
Aglianico,ellanico
Aglianico,ellenico
Aglianico,fiano rosso
Aglianico,fresella
Aglianico,gagliano
Aglianico,ghiandara
Aglianico,ghianna
Aglianico,ghiannara
Aglianico,glianica
Aglianico,gnanica
Aglianico,gnanico
Aglianico,granica
Aglianico,granico
Aglianico,olivella di san cosmo
Aglianico,prie blanc
Aglianico,spriema
Aglianico,tringarulo
Aglianico,uva catellaneta
Aglianico,uva di castellaneta
Aglianico,uva nera
Aglianico,aglianico nero
Aglianico,agliano
Aglianico,agliatico
Aglianico,ruopolo
Aglianico,uva dei cani
Aglianicone,aglianico bastardo
Aglianicone,aglianicone
Aglianicone,aglianicone nero
Aglianicone,glianicone
Aglianicone,ruopolo
Agni (grape) [cs],agni (grape) [cs]
Agronomica,agronomica
Agua Santa,agua santa
Aidani Mavro,aedano mavro
Aidani Mavro,aidani mavro
Aidani Mavro,aidani noir
Aidani Mavro,aidano mavro
Aidani Mavro,ithani mavro
Aidani Mavro,mavraidano
Aidani Mavro,mayraedano
Aidani Mavro,santorin
Aidini, aedani
Aidini, aidini 
Aidini,aedani
Aidini,aedano
Aidini,aidani
Aidini,aidani 
Aidini,aidano
Aidini,and lefko ithani
Aidini,aspedano
Aidini,aspraidano
Aidini,aspro
Aidini,asproaidani
Aidini,lafko aidani
Aidini,lefko
Aidini,leyko
Airén,aiden
Airén,airén
Airén,and valdepenero
Airén,blancon
Airén,forcallada
Airén,forcallat
Airén,forcallat blanca
Airén,forcallat blanco
Airén,forcayat
Airén,forcellat bianca
Airén,forcellat blanca
Airén,laeren del rey
Airén,lairen
Airén,layren
Airén,manchega
Airén,mantuo laeren
Airén,valdepenera blanca
Akhasheni,akhasheni
Akhasheni,akhashenuli
Aladasturi,aladastouri
Aladasturi,aladasturi
Aladasturi,anadassaouli
Aladasturi,anadassaouli femelle
Aladasturi,anadassaouli male
Aladasturi,anadastouri
Alarijen, alarijen
Alarijen,alarije 
Albalonga,albalonga
Albana,albana a grappo longo
Albana,albana a grappolo fitto
Albana,albana a grappolo lungo
Albana,albana a grappolo rado o gentile
Albana,albana dell'istria
Albana,albana della forcella
Albana,albana di bertinoro
Albana,albana di bologna
Albana,albana di forli
Albana,albana di gatteo
Albana,albana di lugo
Albana,albana di montiano
Albana,albana di pesaro
Albana,albana di romagna
Albana,albana di terra del sole
Albana,albana gentile
Albana,albana gentile di faenza
Albana,albana gentile di ravenna
Albana,albana grossa
Albana,albano
Albana,albanone
Albana,and sforcella
Albana,biancame sinalunga
Albana,forcella
Albana,forcellata
Albana,forcellina
Albana,forcelluta
Albana,raccia pollone
Albana,albana
Albana,albuelis
Albana,ribona
Albana,riminese
Albanella,albanella
Albanello bianco,alablanca
Albanello bianco,albanello bianco
Albanello bianco,albanello bianco di siracusa
Albanello bianco,alvanella
Albanello bianco,alvanello
Albanello bianco,arnina bianca
Albanello bianco,arvina and claretta
Albanello bianco,albanella
Albaranzeuli bianco,albaranzèllu
Albaranzeuli bianco,albaranzeuli bianco
Albaranzeuli bianco,alvaranzeuli
Albaranzeuli bianco,alvaranzeuli bianco
Albaranzeuli bianco,alvarenzeli
Albaranzeuli bianco,alvarenzell
Albaranzeuli bianco,lacconarzu
Albaranzeuli bianco,lacconazzu biancu
Albaranzeuli bianco,laconari bianca
Albaranzeuli bianco,laconarzu
Albaranzeuli bianco,laconazzu bianco
Albaranzeuli bianco,liconargiu and licronasciu
Albaranzeuli bianco,lacconargiu
Albaranzeuli nero,albaranzeuli nero
Albarello,albarello
Albariño , alvarinho 
Albariño , cainho branco
Albariño ,albarina
Albariño ,albariño 
Albariño ,alvarin blanco
Albariño ,alvarinha
Albariño ,alvarinho
Albariño ,azal blanco
Albariño ,galego and galeguinho
Albarola,albarola
Albarola,albarola bianca
Albarola,albarola di lavagna
Albarola,albarola trebbiana
Albarola,bianchetta genovese
Albarola,calcatella
Albarola,calcatella di sarzana
Albarola,erbarola
Albarola,temosci
Albarola,trebbiano di sarzana and trebbiano locale
Albarossa,albarossa
Albarossa,dalmasso
Albarossa,incrocio dalmasso
Albillo,abuela
Albillo,acerba
Albillo,acerva
Albillo,albarin blanco
Albillo,albil prado
Albillo,albilla
Albillo,albillo
Albillo,albillo blanco
Albillo,albillo blanco fino
Albillo,albillo cagalon
Albillo,albillo castellano
Albillo,albillo castillian
Albillo,albillo de cebreros
Albillo,albillo de granada
Albillo,albillo de huebla
Albillo,albillo de madrid
Albillo,albillo de san jeronimo
Albillo,albillo de toro
Albillo,albillo dorado
Albillo,albillo peco
Albillo,albillo peco de trebugena
Albillo,albillo prado
Albillo,albillo real
Albillo,albillo temprano
Albillo,albillo verdal
Albillo,albilo kasteliano
Albillo,albuela
Albillo,alvilla
Albillo,alvillo
Albillo,arvilla
Albillo,besto maduro
Albillo,blanco castellano
Albillo,blanco del país
Albillo,blanco pais
Albillo,blanco ribera
Albillo,blanco rivera
Albillo,cagalon
Albillo,castellano
Albillo,cepa canasta
Albillo,cepa de lena
Albillo,de lena
Albillo,gual
Albillo,hogazuela
Albillo,hogomela
Albillo,nieves temprano
Albillo,nives temprano
Albillo,pardillo
Albillo,pardillo de albillo
Albillo,picapol
Albillo,prolifera
Albillo,temprano de campo real
Albillo,temprano de mora
Albillo,uva de lena
Albillo,uva pardilla and verdaguilla
Albillo,hoja vuelta
Albillo,ojo de liebre
Alcañón,alcañón
Alcañón,blanco castellano and bobal blanca
Aleatico,aleatiau
Aleatico,aleatica
Aleatico,aleatica di firenze
Aleatico,aleatichina
Aleatico,aleatico ceragino
Aleatico,aleatico ciliegino
Aleatico,aleatico comune
Aleatico,aleatico de corse
Aleatico,aleatico de florence
Aleatico,aleatico de portoferraio
Aleatico,aleatico de solmona
Aleatico,aleatico dell'elba
Aleatico,aleatico di altamura
Aleatico,aleatico di benevento
Aleatico,aleatico di firenze
Aleatico,aleatico di portoferraio
Aleatico,aleatico di sulmona
Aleatico,aleatico di toscana
Aleatico,aleatico gentile
Aleatico,aleatico nera della toscana
Aleatico,aleatico nero
Aleatico,aleatico nero della toscana
Aleatico,aleatico nero di fermo
Aleatico,aleatico nero di firenze
Aleatico,aleatico perugino
Aleatico,aleaticonera
Aleatico,aleaticu
Aleatico,aleatiko
Aleatico,aleatiko nero
Aleatico,alegatico
Aleatico,aliatico
Aleatico,aliatico di benevento
Aleatico,aliaticu
Aleatico,alleaticu
Aleatico,allianico
Aleatico,allianico degli abruzzi
Aleatico,blacan
Aleatico,halapi
Aleatico,ispanskii rozovyi
Aleatico,lacrima christi
Aleatico,lakrima dolche
Aleatico,lakrima kriati
Aleatico,leatico
Aleatico,livatica
Aleatico,mockatele livatike
Aleatico,moscatele livatice
Aleatico,moscatelle livatiche
Aleatico,moskatele livatike
Aleatico,muscatellus
Aleatico,muskat toskanski
Aleatico,muskat toskanskij
Aleatico,myuskatele livatike
Aleatico,nero
Aleatico,occhio di pernice
Aleatico,occhio di pernice nera
Aleatico,ogliatico
Aleatico,pelaverde
Aleatico,rossanella
Aleatico,uva aleatica
Aleatico,uva aleatico
Aleatico,uva dei gesuiti
Aleatico,uva liatica
Aleatico,uva liatika
Aleatico,vernaccia di pergola
Aleatico,vernaccia moscatella
Aleatico,aglianico nero
Aleatico,agliano
Aleatico,agliatico
Aleatico,aleatico
Aleatico,moscatello nero
Aleatico,moscato nero
Alexander,alexandria
Alexander,black cape
Alexander,black grape
Alexander,buck grape
Alexander,cape grape
Alexander,clifton's constantia
Alexander,clifton's lombardia
Alexander,columbian
Alexander,constantia
Alexander,farkers grape
Alexander,madeira of york
Alexander,rothrock
Alexander,rothrock of prince
Alexander,schuylkill
Alexander,schuylkill muscadel
Alexander,schuylkill muscadine
Alexander,springmill constantia
Alexander,tasker's grape
Alexander,vevay
Alexander,vevay winne
Alexander,winne
Alexander,york lisbon
Alexandroouli,aleksandroouly
Alexandroouli,aleksandrouli
Alexandroouli,aleksandrouli shavi
Alexandroouli,alexandreouli
Alexandroouli,alexandreuli
Alexandroouli,alexandrouly
Alexandroouli,alexsandrouli
Alexandroouli,kabistona
Alexandroouli,kabistoni
Alfrocheiro,albarin frances
Alfrocheiro,albarin negrin
Alfrocheiro,albarin negro
Alfrocheiro,albarin tinto
Alfrocheiro,albarinon
Alfrocheiro,alfrocheiro
Alfrocheiro,alfrocheiro preto
Alfrocheiro,alfrucheiro
Alfrocheiro,alfurcheiro
Alfrocheiro,baboso negro
Alfrocheiro,bastardo negro
Alfrocheiro,brunal
Alfrocheiro,caino gordo
Alfrocheiro,tinta bastardinha
Alfrocheiro,tinta francesa de viseu
Alfrocheiro,tinta francisca de viseu
Alfrocheiro,tinto serodo
Alicante Henri Bouschet,alicant de pays
Alicante Henri Bouschet,alicante bouchet
Alicante Henri Bouschet,alicante bouschet
Alicante Henri Bouschet,alicante bouschet crni
Alicante Henri Bouschet,alicante extra fertile
Alicante Henri Bouschet,alicante femminello
Alicante Henri Bouschet,alicante henri bouschet
Alicante Henri Bouschet,alicante nero
Alicante Henri Bouschet,alicante noir
Alicante Henri Bouschet,alicanteh bouschet
Alicante Henri Bouschet,alicantina
Alicante Henri Bouschet,alikant
Alicante Henri Bouschet,alikant buse
Alicante Henri Bouschet,alikant bushe
Alicante Henri Bouschet,alikant bushe ekstrafertil
Alicante Henri Bouschet,alikant genri bushe
Alicante Henri Bouschet,alikante henri bouschet
Alicante Henri Bouschet,aragonais
Alicante Henri Bouschet,arrenaou
Alicante Henri Bouschet,bakir uezuemue
Alicante Henri Bouschet,barvarica
Alicante Henri Bouschet,blasco
Alicante Henri Bouschet,bojadiserka
Alicante Henri Bouschet,buse bojadiser
Alicante Henri Bouschet,carignan jaune
Alicante Henri Bouschet,cupper grape
Alicante Henri Bouschet,dalmatinka
Alicante Henri Bouschet,garnacha
Alicante Henri Bouschet,garnacha tintorera
Alicante Henri Bouschet,kambusa
Alicante Henri Bouschet,lhadoner
Alicante Henri Bouschet,moraton
Alicante Henri Bouschet,mouraton
Alicante Henri Bouschet,negral
Alicante Henri Bouschet,pe de pombo
Alicante Henri Bouschet,rivos altos
Alicante Henri Bouschet,sumo tinto
Alicante Henri Bouschet,tinta francesa
Alicante Henri Bouschet,tinto nero
Alicante Henri Bouschet,tinto velasco
Alicante Henri Bouschet,tintorera
Alicante Henri Bouschet,tintorera de liria
Alicante Henri Bouschet,tintorera de longares
Alicante Henri Bouschet,tinturao
Alicante Henri Bouschet,alicante
Alicante Henri Bouschet,aragones
Alicante Henri Bouschet,baga
Alicante Henri Bouschet,pe de perdiz
Alicante Henri Bouschet,petit bouschet
Alicante Henri Bouschet,redondal
Alicante Henri Bouschet,rivesaltes
Alicante Henri Bouschet,rouvaillard
Alicante Henri Bouschet,tinta fina
Alicante Henri Bouschet,tinto
Alicante Henri Bouschet,uva di spagna
Aligoté,aligotay
Aligoté,aligoté
Aligoté,alligotay
Aligoté,alligoté
Aligoté,blanc de troyes
Aligoté,carcairone blanc
Aligoté,carcarone
Aligoté,carchierone
Aligoté,chaudenet gras
Aligoté,giboudot blanc
Aligoté,griset blanc
Aligoté,karkarone blank
Aligoté,melon de jura
Aligoté,muhranuli
Aligoté,mukhranudi
Aligoté,pistone
Aligoté,plant de trois
Aligoté,plant de trois raisins
Aligoté,plant gris
Aligoté,purion blanc
Aligoté,selon molon
Aligoté,selon odart
Aligoté,troyen blanc
Aligoté,chaudenet
Aligoté,vert blanc
Alionza,aglionza
Alionza,alconza
Alionza,aleonza
Alionza,alionga
Alionza,alionza
Alionza,allionza
Alionza,allionza bianca
Alionza,bianca del bolognese
Alionza,glionza
Alionza,leonza
Alionza,uva lonza and uva schiava
Allegro,allegro
Allegro,geisenheim
Altesse, roussette
Altesse,altesse 
Altesse,altesse blanche
Altesse,altesse verte
Altesse,arin
Altesse,fusette
Altesse,fusette d'amberieu
Altesse,fusette de montagnieu
Altesse,ignam
Altesse,ignan blanc
Altesse,prin blanc
Altesse,rousette haute
Altesse,roussette de montagnieu
Altesse,roussette haute
Altesse,roussette petite
Altesse,serene blanche
Altesse,maconnais
Altesse,petit maconnais
Altesse,roussette
Altesse,roussette basse
Altesse,roussette grosse
Amaral,cainho bravo
Amaral,amaral
Amaral,amaral preto
Amaral,azal
Amaral,azal preto
Amaral,azal tinto
Amaral,azar
Amaral,cachon
Amaral,cainho miudo
Amaral,caino
Amaral,caino bravo
Amaral,caino tinto
Amaral,cainzinho
Amaral,sousao
Amaral,sousao galego
Amigne,amigne
Amigne,amigne blanche and amique
Amorghiano, amorghiano
Amorghiano, mandelari 
Amorghiano,mandelaria 
Ancellotta,ancellotta
André (grape) [cs],semenac
Ansonica, inzolia
Ansonica,amsonica
Ansonica,and zolia bianca
Ansonica,ansolia
Ansonica,ansolica
Ansonica,ansoliku
Ansonica,ansonica 
Ansonica,ansonica bianca
Ansonica,ansora
Ansonica,ansoria
Ansonica,ansorica
Ansonica,anzonaka
Ansonica,anzonica
Ansonica,anzulu
Ansonica,arba solika
Ansonica,erba insolika
Ansonica,inselida
Ansonica,insolia
Ansonica,insolia di palermo
Ansonica,insora
Ansonica,inzolia
Ansonica,inzolia parchitana
Ansonica,nsolia
Ansonica,nsuolia
Ansonica,nzolia
Ansonica,nzolia bianca
Ansonica,nzolia di lipari
Ansonica,nzolia di palermo
Ansonica,soria
Antao Vaz,antao vaz
Antey Magarachsky,antei
Antey Magarachsky,antei magaracha
Antey Magarachsky,antei magarachskii
Antey Magarachsky,antei magaratchsky
Antey Magarachsky,antej magaratscha
Antey Magarachsky,antey magarachskii
Antey Magarachsky,antey magarachsky
Antey Magarachsky,magarach
Aramon Noir,amor nao me deixes
Aramon Noir,aramon
Aramon Noir,aramon chernyi
Aramon Noir,aramon crni
Aramon Noir,aramon negro
Aramon Noir,aramon noir
Aramon Noir,aramon noire
Aramon Noir,aramon pignat
Aramon Noir,aramon pigne
Aramon Noir,aramon rozovyi
Aramon Noir,aramon saint joseph
Aramon Noir,aramone
Aramon Noir,aramonen
Aramon Noir,aramont
Aramon Noir,arramant
Aramon Noir,arramont
Aramon Noir,burchardt's prince
Aramon Noir,burckarti prinz
Aramon Noir,burkhardt
Aramon Noir,eramoul
Aramon Noir,eromoul
Aramon Noir,gros bouteillan
Aramon Noir,kek aramon
Aramon Noir,pisse vin
Aramon Noir,plant riche
Aramon Noir,rabalaire
Aramon Noir,reballaire
Aramon Noir,reballayre
Aramon Noir,revalaire
Aramon Noir,revellaire
Aramon Noir,ugni neru
Aramon Noir,ugni nevu
Aramon Noir,ugni noir
Aramon Noir,uni negre
Aramon Noir,uni noir
Aramon Noir,ramonen
Arany Sarfeher, sárfehér
Arany Sarfeher,sarfeher 
Arany sárfehér, izsáki
Arany sárfehér,arany sárfehér 
Arany sárfehér,fehér dinka
Arany sárfehér,huszár szőlő
Arany sárfehér,izsáki sárfehér
Arany sárfehér,német dinka
Arbane,albane
Arbane,arbane
Arbane,arbane blanc
Arbane,arbane du bachet
Arbane,arbanne
Arbane,arbanne blanche
Arbane,arbenne
Arbane,arbenne blanc
Arbane,arbone
Arbane,crène
Arbane,crénillat
Arbane,crenillat and darbanne
Arbane,crene
Arbois,herbois
Arbois,menu pineau and petit pineau
Arbois,orbois and verdet
Areni,areni
Areni,areni chemyl
Areni,areni chernyi
Areni,areni noir
Areni,areni sev
Areni,areni tcheurny
Areni,areny
Areni,areny tcherny
Areni,lyalai
Areni,malagi
Areni,malagui
Areni,malahi noir
Areni,malai sev
Areni,malat
Areni,malayi
Areni,memeyi
Areni,mialai
Areni,milahi
Areni,milai chernyi
Areni,milai noir
Areni,milaj sev
Areni,milakhi
Areni,movouz
Areni,movuz
Areni,myalai
Areni,myalan
Areni,ordoutchi sev
Areni,ordoutzi sev
Areni,ordutsi sev
Areni,orduzi sev
Areni,ourdoussi
Areni,ourdusi
Areni,ourza sev
Areni,sev areni
Areni,sev malahi
Areni,urdusi
Areni,ursa sev
Areni,urza sev
Areni,usza sev
Argaman,argaman
Argant,argan
Argant,argant
Argant,blauer gansfuesser
Argant,bockshorn
Argant,buchser
Argant,erlenbacher
Argant,gaensefuessler
Argant,gaensfuessel
Argant,gaensfuesser
Argant,gaensfuesser blau
Argant,gaensfuessler
Argant,gansfyuser
Argant,gros margilien espagnol
Argant,gros margillien
Argant,gros margillien arbois
Argant,grossrote
Argant,margilien
Argant,margillien
Argant,margillin
Argant,rouillot
Argant,schwarzer erlenbacher
Argant,tokai chernyi
Argant,tokai rannii
Argant,blaue gansfuesser
Argant,espagnol
Arilla,agrilla
Arilla,arilla
Arilla,arillo
Arilla,rille and uva rilla
Arinarnoa,arinarnoa
Arinto, assario branco
Arinto,and pedernao
Arinto,arintho du dao
Arinto,arinto 
Arinto,arinto do douro
Arinto,arintho
Arinto,arinto cachudo
Arinto,arinto cercial
Arinto,arinto d'anadia
Arinto,arinto de bucelas
Arinto,arinto galego
Arinto,asal espanhol
Arinto,asal galego
Arinto,assario branco
Arinto,boal cachudo
Arinto,branco espanhol
Arinto,cerceal
Arinto,chapeludo
Arinto,malvasia fina
Arinto,pe de perdiz branco
Arinto,pederna
Arinto de Bucelas,azal espanhol
Arinto de Bucelas,azal galego
Arinto de Bucelas,pedernao
Arinto de Bucelas,pedrena
Arinto de Bucelas,terrantez da terceira
Arinto de Bucelas,val de arintho
Arinto de Bucelas,arintho
Arinto de Bucelas,arinto cachudo
Arinto de Bucelas,arinto cercial
Arinto de Bucelas,arinto d'anadia
Arinto de Bucelas,arinto de bucelas
Arinto de Bucelas,arinto galego
Arinto de Bucelas,asal espanhol
Arinto de Bucelas,asal galego
Arinto de Bucelas,assario branco
Arinto de Bucelas,boal cachudo
Arinto de Bucelas,branco espanhol
Arinto de Bucelas,cerceal
Arinto de Bucelas,chapeludo
Arinto de Bucelas,malvasia fina
Arinto de Bucelas,pe de perdiz branco
Arinto de Bucelas,pederna
Arneis,and nebbiolo bianco
Arneis,arneis
Arneis,bianchetta d'alba
Arneis,bianchetta di alba
Arneis,bianchetto albese
Arneis,bianchetto di alba
Arneis,bianchetto di verzuolo
Arneis,bianchetta
Arneis,bianchetto
Arnsburger,arns burguer
Arnsburger,arnsburger
Arnsburger,arnsburguer
Arnsburger,geisenheim
Arrouya,arhuya
Arrouya,aroyat
Arrouya,arrouyat
Arrouya,arroya
Arrouya,arruya
Arrouya,dourec noir
Arrouya,eremachaoua
Arrouya,erematxahua
Arrouya,rouja
Arrouya,vieux rouge
Arrouya,arrouya
Arrufiac, arrufiat 
Arrufiac, ruffiac
Arrufiac,ambre
Arrufiac,and rufiat
Arrufiac,arafiat
Arrufiac,arrefiac
Arrufiac,arrefiat
Arrufiac,arrufiac 
Arrufiac,arrufiat
Arrufiac,arufiat
Arrufiac,raffiac
Arrufiac,raffiat
Arrufiac,refiat
Arrufiac,rouffiac femelle
Arrufiac,ruffiac
Arrufiac,ruffiac blanc
Arvesiniadu,alvu signadu
Arvesiniadu,argu ingianau
Arvesiniadu,argu ingiannau
Arvesiniadu,arvesimiadu bianco
Arvesiniadu,arvesiniadu
Arvesiniadu,arvu siniadu
Arvesiniadu,arvusiniadu
Arvesiniadu,arvusiniagu
Arvesiniadu,avrisiniadu and uva oschirese
Ashughaji,achougage
Ashughaji,ashugazh
Ashughaji,ashughaji
Ashughaji,atpizh
Ashughaji,atpyuzh
Ashughaji,atriuzh
Ashughaji,atvige
Ashughaji,atvizh
Aspiran Bouschet,aspiran bouchet
Aspiran Bouschet,aspiran bouschet
Aspiran Bouschet,aspiran bouson
Aspiran Bouschet,grand noir de laques
Aspiran Bouschet,spigamonti
Aspiran Noir,aspiran
Aspiran Noir,aspiran chernyi
Aspiran Noir,aspiran csornüj
Aspiran Noir,aspiran noir
Aspiran Noir,aspirant
Aspiran Noir,epiran
Aspiran Noir,espiran
Aspiran Noir,peyral
Aspiran Noir,peyrar
Aspiran Noir,piran
Aspiran Noir,ribeyrenc
Aspiran Noir,rivairenc
Aspiran Noir,riveyrenc
Aspiran Noir,riveyrene
Aspiran Noir,spiran
Aspiran Noir,verdai
Aspiran Noir,verdal
Aspiran Noir,verdal noir
Aspiran Noir,riverain
Asprinio bianco,asprinia di aversa
Asprinio bianco,asprinio
Asprinio bianco,asprinio bianco
Asprinio bianco,asprino
Asprinio bianco,olivese
Asprinio bianco,ragusano
Asprinio bianco,uva asprina and uva asprinia
Asprinio bianco,greco
Asprinio bianco,lacrima
Asprinio bianco,ragusano bianco
Assario,assario
Assario,assario negro
Assyrtiko, assyrtico
Assyrtiko,and asyrtiko
Assyrtiko,arcytico
Assyrtiko,assirtico
Assyrtiko,assyrtico
Assyrtiko,assyrtiko 
Assyrtiko,asurtico
Asuretuli Shavi,assouretouli
Asuretuli Shavi,assouretouli chavi
Asuretuli Shavi,asuretuli
Asuretuli Shavi,asuretuli sciavi
Asuretuli Shavi,asuretuli shavi
Asuretuli Shavi,chalbtchbaru
Asuretuli Shavi,chalbtraouvan
Asuretuli Shavi,chalchvarce
Asuretuli Shavi,chale
Asuretuli Shavi,chaltraouben
Asuretuli Shavi,sal uezuem
Asuretuli Shavi,schalltraube
Asuretuli Shavi,shadi traube
Asuretuli Shavi,shal
Asuretuli Shavi,shal izyum
Asuretuli Shavi,shal uzum
Asuretuli Shavi,shal'shvarsh
Asuretuli Shavi,shal'shvarts
Asuretuli Shavi,shala
Asuretuli Shavi,shalsharz
Asuretuli Shavi,shalshvari
Asuretuli Shavi,shalshvarts
Asuretuli Shavi,shaltraube
Asuretuli Shavi,shaltrauben
Athiri,and athiri leyko
Athiri,asprathiri
Athiri,asprathiro
Athiri,athiri
Athiri,athiri aspro
Athiri,athiri lefko
Aubin blanc, aubin blanc
Aubin blanc,albin blanc
Aubin blanc,aneb ben cadi
Aubin blanc,blanc de magny
Aubin blanc,gros vert de crenay
Aubin vert,aubin vert
Aubin vert,aubun vert
Aubin vert,blanc d'euvezin
Aubin vert,blanc d'euvizin and vert blanc
Aubun,aubun
Aurelius,aurelius
Auxerrois blanc,auxerrois blanc de laquenexy and auxerrois de laquenexy
Auxerrois blanc,chardonnay blanc
Auxerrois blanc,pinot blanc a cramant
Auxerrois blanc,rulander weiss
Auxerrois blanc,arboisier
Auxerrois blanc,arnaison blanc
Auxerrois blanc,arnoison
Auxerrois blanc,aubaine
Auxerrois blanc,auvergnat blanc
Auxerrois blanc,auvernas blanc
Auxerrois blanc,auvernat blanc
Auxerrois blanc,auxerrois blanc
Auxerrois blanc,auxois blanc
Auxerrois blanc,bargeois blanc
Auxerrois blanc,beaunois
Auxerrois blanc,blanc de champagne
Auxerrois blanc,breisgauer sussling
Auxerrois blanc,burgundi feher
Auxerrois blanc,chablis
Auxerrois blanc,chardennet
Auxerrois blanc,chatey petit
Auxerrois blanc,chaudenet
Auxerrois blanc,claevner
Auxerrois blanc,clevner weiss
Auxerrois blanc,epinette blanche
Auxerrois blanc,epinette de champagne
Auxerrois blanc,ericey blanc
Auxerrois blanc,feher chardonnay
Auxerrois blanc,feherburgundi
Auxerrois blanc,feinburgunder
Auxerrois blanc,gamay blanc
Auxerrois blanc,gelber weissburgunder
Auxerrois blanc,gentil blanc
Auxerrois blanc,grosse bourgogne
Auxerrois blanc,klawner
Auxerrois blanc,klevanjka biela
Auxerrois blanc,lisant
Auxerrois blanc,luisant
Auxerrois blanc,luizannais
Auxerrois blanc,luizant
Auxerrois blanc,luzannois
Auxerrois blanc,maconnais
Auxerrois blanc,maurillon blanc
Auxerrois blanc,melon blanc
Auxerrois blanc,melon d'arbois
Auxerrois blanc,moreau blanc
Auxerrois blanc,morillon blanc
Auxerrois blanc,moulon
Auxerrois blanc,noirien blanc
Auxerrois blanc,petit chatey
Auxerrois blanc,petit sainte-marie
Auxerrois blanc,pino shardone
Auxerrois blanc,pinot blanc chardonnay
Auxerrois blanc,pinot chardonnay
Auxerrois blanc,plant de tonnerre
Auxerrois blanc,romere
Auxerrois blanc,romeret
Auxerrois blanc,rouci bile
Auxerrois blanc,rousseau
Auxerrois blanc,roussot
Auxerrois blanc,sainte marie petite
Auxerrois blanc,sardone
Auxerrois blanc,shardone
Auxerrois blanc,weiss silber
Auxerrois blanc,weissedler
Avanà,alvana di susa
Avanà,avana
Avanà,avanà
Avanà,avana de susa
Avanà,avana di susa
Avanà,avana nero
Avanà,avanale
Avanà,avanas
Avanà,avanato
Avanà,avane
Avanà,avena
Avanà,avenai
Avanà,bibou
Avanà,davana
Avanà,guibou
Avanà,havana
Avanà,hibou
Avanà,hibou noir
Avanà,hivernais
Avanà,hyvernais
Avanà,palofrais
Avanà,polafrais
Avanà,polofrais
Avanà,pometre
Avanà,promeche
Avanà,promere
Avanà,raisin cerise
Avanà,ribou
Avanà,vermaglio
Avanà,luisant
Avarengo,amarene
Avarengo,avarena
Avarengo,avarenc
Avarengo,avarene
Avarengo,avarengo
Avarengo,avarengo comune
Avarengo,avarengo comune nero
Avarengo,avarengo di piemonte
Avarengo,avarengo fino
Avarengo,avarengo grosso
Avarengo,avarengo mezzano
Avarengo,avarengo piccolo
Avarengo,avarengo rama-bessa
Avarengo,avarengo ramabessa
Avarengo,avarengo ramafessa
Avarengo,boffera
Avarengo,croassera
Avarengo,mostera ivrea
Avarengo,mostera nera
Avarengo,mosterce
Avarengo,mostero
Avarengo,mostero rosso
Avarengo,mosto
Avarengo,mostona
Avarengo,mostosa
Avarengo,mostoson
Avarengo,muster
Avarengo,riondasca
